job_title,category,clean_job_title
Außendienstmitarbeiter (m/w/d) für den Bereich PKW-Erstzteile,Sales,"['sale', 'representative', 'area', '\u200b\u200bspare', 'part', 'car']"
Berater / Projektmanager (m/w/d) für digitales Content Marketing,Marketing and Communication,"['consultant', 'project', 'manager', 'digital', 'content', 'marketing']"
Senior Sales Manager (w/m/d),Sales,"['sale', 'manager']"
Full-Stack-Webentwickler (m/w/d),IT,"['full', 'stack', 'web', 'developer']"
Serviceberater (m/w/d),Sales,"['service', 'consultant']"
Senior Software Entwickler*in,IT,"['software', 'developer']"
IT Remote Service Supporter (m/w/d),IT,"['information', 'technology', 'remote', 'service', 'supporter']"
IuK-Referent/in (m/w/d),IT,"['information', 'communication', 'technology', 'consultant']"
Duales Hochschul-Studium Wirtschaftsinformatik (Bachelor of Science),IT,"['dual', 'university', 'degree', 'business', 'informatics', 'bachelor', 'science']"
Verkaufsberater im Vertriebsinnendienst (m/w/d),Sales,"['sale', 'advisor', 'internal', 'sale']"
Berater im Kundenservice »OSPlus Kredit« (m/w/d),IT,"['consultant', 'customer', 'service', 'osplus', 'credit']"
Shopmanager / Filialleiter (w/m/d),Sales,"['shop', 'manager', 'branch', 'manager']"
Applikationsingenieur/-techniker Computertomografie (m/w/d),Sales,"['computed', 'tomography', 'application', 'engineer', 'technician']"
(Senior) Consultant (w/m/d) System Integration (SAP Centric) - SAP,IT,"['consultant', 'system', 'integration', 'system', 'application', 'product', 'centric', 'system', 'application', 'product']"
(Junior) SAP Support Consultant (m/w/d),IT,"['system', 'application', 'product', 'support', 'consultant']"
(Senior) Software Engineer - .NET (m/w/d),IT,"['software', 'engineer', '.net']"
Business Intelligence Manager (m/w/d),IT,"['business', 'intelligence', 'manager']"
Vertriebsleiter AT/CH (m/w/d),Sales,"['sale', 'manager', 'ch']"
PR Manager (m/w/d) Ankerkraut,Marketing and Communication,"['public', 'relation', 'manager', 'ankerkraut']"
Server Automation Spezialist (w/m/d),IT,"['server', 'automation', 'specialist']"
Scientific Support Specialist für LC-MS/MS und Automatisierung (m/w/d),Sales,"['scientific', 'support', 'specialist', 'lcm', 'm', 'automation']"
Sales Assistant / Vertriebsassistent (m/w/d),Sales,"['sale', 'assistant']"
Frontend Entwickler (m/w/d),IT,"['frontend', 'developer']"
C#/.NET-Entwickler (m/w/i),IT,"['c', '#', '.', 'net', 'developer']"
Inhouse Consultant (m/w/d) IT-Infrastructure,IT,"['inhouse', 'consultant', 'information', 'technology', 'infrastructure']"
(Junior) Account Manager (m/w/d) IT Contracting,Sales,"['account', 'manager', 'contracting']"
Aushilfe oder Helfer für die Warenpräsentation als Mitarbeiter im Service Team (m/w/d),Sales,"['temporary', 'help', 'helper', 'product', 'presentation', 'employee', 'service', 'team']"
Hotelkaufmann / Bürokaufmann (m/w/d) für Pensionsbetrieb & Eventlocation,Sales,"['hotel', 'clerk', 'office', 'clerk', 'boarding', 'house', 'event', 'location']"
Verkäufer (m/w/d) für Fertighäuser / Vertriebsprofi / Deutschlandweit,Sales,"['seller', 'prefabricated', 'house', 'sale', 'professional', 'germanywide']"
App Entwickler (m/w/d) Android und iOS,IT,"['app', 'developer', 'android', 'io']"
"Verkäufer, Kaufmann im Einzelhandel, Gartenbauer, Landschaftsbauer oder Gärtner als Fachberater (m/w/d) Stadtgarten",Sales,"['salesman', 'retail', 'merchant', 'horticulturist', 'landscaper', 'gardener', 'specialist', 'urban', 'gardening', 'consultant']"
Sales & Customer Expert Alpine,Sales,"['sale', 'customer', 'expert', 'alpine']"
Praktikant (m/w/d) im Geschäftsbereich Global Marketing - Schwerpunkt Licensing & eSports,Marketing and Communication,"['intern', 'global', 'marketing', 'division', 'focus', 'licensing', 'esports']"
IT-Architekt / Solution Designer (m/w/d) (Inhouse),IT,"['information', 'technology', 'architect', 'solution', 'designer', 'inhouse']"
Account Manager SME Sales Nord (m/w/d),Sales,"['account', 'manager', 'sale', 'marketing', 'executive', 'sale', 'north']"
Trade Marketing Manager (m/w/d),Marketing and Communication,"['trade', 'marketing', 'manager']"
Fachinformatiker (m/w/d) Systemintegration für Managed Services,IT,"['information', 'technology', 'specialist', 'system', 'integration', 'managed', 'service']"
Praktikant / Werkstudent Softwareentwickler (m/w/d) Automotive,IT,"['intern', 'working', 'student', 'software', 'developer', 'automotive']"
Mietparkleiter (m/w/d),Sales,"['rental', 'park', 'manager']"
Manager/-in (m/w/d) Entrepreneurship Education Platform,IT,"['manager', 'entrepreneurship', 'education', 'platform']"
Mitarbeiter (m/w/d) im Identity-Management-Team für das Hochschulrechenzentrum,IT,"['employee', 'identity', 'management', 'team', 'university', 'data', 'center']"
"Außendienstmitarbeiter (m/w/d) im Bereich Handwerk - Wasserburg am Inn, Rosenheim",Sales,"['sale', 'representative', 'craft', 'sector', 'wasserburg', 'inn', 'rosenheim']"
IT-Projektleiter (m/w/d) in der Logistik,IT,"['information', 'technology', 'project', 'manager', 'logistics']"
Softwareentwickler (m/w/d) mit Java-Kenntnissen,IT,"['software', 'developer', 'java', 'skill']"
Ausbildung zum/zur Kaufmann/-frau für Büromanagement (m/w/d),Sales,"['training', 'businessman', 'woman', 'office', 'management']"
Praktikum (w/m/divers) im Bereich E-Commerce Management | Vermarktung Damen/Herren,Marketing and Communication,"['internship', 'field', 'ecommerce', 'management', 'marketing', 'woman', 'men']"
Projektkoordinator Vertrieb (m/w/d),Sales,"['sale', 'project', 'coordinator']"
Software Developer (m/w/d) - digitale Lösungen letzte Meile,IT,"['software', 'developer', 'digital', 'solution', 'last', 'mile']"
Datenbankadministratorin / Datenbankadministrator (w/m/d) im Referat Zentrale Dienste,IT,"['database', 'administrator', 'central', 'service', 'unit']"
Application Manager – Schwerpunkt Finance / POS-Software (m/w/d),IT,"['application', 'manager', 'focus', 'finance', 'po', 'software']"
IT Teamleiter im Bereich Netzwerk w/m/d,IT,"['information', 'technology', 'team', 'leader', 'area', '\u200b\u200bnetwork']"
(IT)-Projektmanager (m/w/d),IT,"['information', 'technology', 'project', 'manager']"
Inside Sales Consultant (m/w/d) für den telefonischen Vertrieb in Teilzeit,Sales,"['inside', 'sale', 'consultant', 'parttime', 'telephone', 'sale']"
Senior Projektleiter für IT-Digitalisierungsprojekte im Vertrieb (w/m/d),IT,"['project', 'manager', 'information', 'technology', 'digitization', 'project', 'sale']"
Ausbildung Fleischerei Fachverkäufer (m/w/d),Sales,"['training', 'butchery', 'specialist', 'salesman']"
Softwareentwickler (m/w/d),IT,"['software', 'developer']"
Werkstudent Customer Service & Testmanagement (w/m/d),IT,"['working', 'student', 'customer', 'service', 'test', 'management']"
Filialleiterin,Sales,"['branch', 'manager']"
"Duales Hochschulstudium Informatik/Informationstechnik (B. Sc.) (m/w/d), Werk Berlin, Studienbeginn 2020",IT,"['dual', 'university', 'degree', 'computer', 'science', 'information', 'technology', 'b.', 'sc', '.', 'berlin', 'plant', 'start', 'study']"
Marketing & Communications Manager (m/f/x),Marketing and Communication,"['marketing', 'communication', 'manager']"
Hardwareentwickler (w/m/d) Systemdesign,IT,"['hardware', 'developer', 'system', 'design']"
Werkstudent (m/w/d) Marketing / Communications,Marketing and Communication,"['working', 'student', 'marketing', 'communication']"
Internationaler Projektmanager (m/w/d) für Prozessoptimierung,Sales,"['international', 'project', 'manager', 'process', 'optimization']"
Cyber Security Analyst (m/w/d) Lvl 3,IT,"['cyber', '\u200b\u200bsecurity', 'analyst', 'lvl']"
PMO / Manager Products & Projects (m/w/d) im Bereich Teambuilding / Transformation / Behavioral Change,Marketing and Communication,"['pmo', 'manager', 'product', 'project', 'area', '\u200b\u200bteam', 'building', 'transformation', 'behavioral', 'change']"
Auszubildender (m/w/d) zum Fachinformatiker für Anwendungsentwicklung | Start 01.08.2020,IT,"['trainee', 'information', 'technology', 'specialist', 'application', 'development', 'start']"
Trainee (m/w/d) Sales & Marketing,Sales,"['sale', 'marketing', 'trainee']"
IT Network Consultant / System Engineer (m/w/d),IT,"['information', 'technology', 'network', 'consultant', 'system', 'engineer']"
Windows Systemadministrator (m/w/d),IT,"['window', 'system', 'administrator']"
Sales Coordinator (m/w/d),Sales,"['sale', 'coordinator']"
Mitarbeiter für Client Management und Softwareverteilung SCCM (w/m/d),IT,"['employee', 'client', 'management', 'software', 'distribution', 'scarbon', 'copym']"
Softwareentwickler AWS (m/w/d),IT,"['software', 'developer', 'aws']"
Internal Communications Manager (m/f/x),Marketing and Communication,"['internal', 'communication', 'manager']"
Mitarbeiter Marketing und PR - Content & Social Media (m/w/d),Marketing and Communication,"['employee', 'marketing', 'public', 'relation', 'content', 'social', 'medium']"
Agenturleiter (w/m/d) im Außendienst,Sales,"['agency', 'manager', 'field']"
Werkstudent (m/w/d) im Vertrieb / Sales für virtuelle Events!,Marketing and Communication,"['working', 'student', 'sale', 'virtual', 'event']"
Marktleiter (m/w/d),Sales,"['store', 'manager']"
Hub Buyer (m/f/d),Sales,"['hub', 'buyer']"
Junior Sales Expert (m/w/d) im Neukundengeschäft Hygiene Nord / Ost,Sales,"['sale', 'expert', 'new', 'customer', 'business', 'hygiene', 'north', 'east']"
Vertriebsmitarbeiter im Aussendienst (m/w/d),Sales,"['sale', 'representative', 'field']"
Datenbankadministrator (m/w/d) MS SQL oder Oracle,IT,"['database', 'administrator', 'm', 'structured', 'query', 'language', 'oracle']"
Systemadministrator (m/w/d),IT,"['system', 'administrator']"
"Softwareentwickler C, C++, Embedded Systems, Testautomatisierung Medizintechnik",IT,"['software', 'developer', 'c', 'c', '++', 'embedded', 'system', 'test', 'automation', 'medical', 'technology']"
IT-Mitarbeiter (m/w/d) für Projekte und Support,IT,"['information', 'technology', 'staff', 'project', 'support']"
Data Scientist mit dem Schwerpunkt Data Warehouse & Big Data (m/w/d),IT,"['data', 'scientist', 'focus', 'data', 'warehouse', 'big', 'data']"
Instandhalter IT (m/w/d),IT,"['maintenance', 'staff', 'information', 'technology']"
Downstream Marketing Manager (m/w/d) Defence & Security - Dräger Safety AG & Co. KGaA - Job-ID V000003429,Marketing and Communication,"['downstream', 'marketing', 'manager', 'defense', 'security', 'dräger', 'safety', 'ag', 'co.', 'kgaa', 'jobid', 'v']"
Praktikant (m/w/d) Verkaufsbüro Frankfurt am Main oder Wiesbaden,Marketing and Communication,"['trainee', 'sale', 'office', 'frankfurt', 'main', 'wiesbaden']"
Teamverantwortlicher (m/w/d) Gartencenter,Sales,"['team', 'responsible', 'garden', 'center']"
Key Account Manager (m/w/d) HealthCare / HomeCare,Sales,"['key', 'account', 'manager', 'healthcare', 'homecare']"
Reporter (w/m/d) Agenda Ressort,Marketing and Communication,"['reporter', 'agenda', 'department']"
(Groß-) Projektleiter (m/w/d) Public Sector,IT,"['major', 'project', 'manager', 'public', 'sector']"
Reservation Agent (m/w/d),Sales,"['reservation', 'agent']"
Vertriebsmanager B2B im Außendienst (m/w/d),Sales,"['sale', 'manager', 'business', 'business', 'field']"
"Inhouse IT Consultant (m/w/d) für MS Office 365, Unified Communication",IT,"['inhouse', 'information', 'technology', 'consultant', 'm', 'office', 'unified', 'communication']"
"Software-Berater, IT Consultant Software als Systemberater (m/w/d) im Bereich Beratung IT-Systeme - Erlangen oder München",IT,"['software', 'consultant', 'information', 'technology', 'consultant', 'software', 'system', 'consultant', 'area', '\u200b\u200bconsulting', 'information', 'technology', 'system', 'erlangen', 'munich']"
System Engineer (m/w/d) Softwaredeployment,IT,"['system', 'engineer', 'software', 'deployment']"
Solution Architect - Digital Innovation with passion for coding (f/m/x),IT,"['solution', 'architect', 'digital', 'innovation', 'passion', 'coding']"
Praktikum im Bereich Daten- und Medienmanagement (SoSe 2020),Marketing and Communication,"['internship', 'field', 'data', 'medium', 'management', 'summer', 'semester']"
Volontariat Unternehmenskommunikation (Mediengruppe RTL Deutschland),Marketing and Communication,"['internship', 'corporate', 'communication', 'mediengruppe', 'retweetl', 'deutschland']"
Berater / Consultant Personal-Software (m/w/d),IT,"['consultant', 'human', 'resource', 'software']"
Data Integration Engineer (m/w/d),IT,"['data', 'integration', 'engineer']"
Online Affiliate Redakteur (m/w/x),Marketing and Communication,"['online', 'affiliate', 'editor']"
Leiter (m/w/d) Beschwerdemanagement Mietwagen,Sales,"['head', 'complaint', 'management', 'rental', 'car']"
Internationaler Projektabwickler (m/w/d) Einkauf / Auftragsabwicklung,Sales,"['international', 'project', 'manager', 'purchasing', 'order', 'processing']"
Fachkraft für Ersatzteilwesen / Service-Berater (m/w/d),Sales,"['spare', 'part', 'specialist', 'service', 'advisor']"
Embedded Softwareentwickler (m/w/d) C++,IT,"['embedded', 'software', 'developer', 'c', '++']"
Mitarbeiter (m/w/d) Customer Service / Product Support,Sales,"['customer', 'service', 'product', 'support', 'employee']"
Sales Manager (m/w/d) im Außendienst,Sales,"['sale', 'manager', 'field']"
Trainee (gn*) Buch- und Zeitschriftenmarketing,Marketing and Communication,"['trainee', 'gn', 'book', 'magazine', 'marketing']"
Senior Art Director (m/w/d),Marketing and Communication,"['art', 'director']"
Praktikanten oder Werkstudenten (w/m/d) für den Bereich Multi-Channel-Marketing,Marketing and Communication,"['intern', 'working', 'student', 'field', 'multichannel', 'marketing']"
Trainee Führungskraft Niederlassung (m/w/d) <p>in München</p>,Sales,"['trainee', 'manager', 'branch', '<', 'p', '>', 'munich', '<', 'p', '>']"
Sales Consultant Digital Solutions w/m/d,Sales,"['sale', 'consultant', 'digital', 'solution']"
Junior Enterprise-IT Engineer (m/w/d),IT,"['enterprise', 'information', 'technology', 'engineer']"
Key Account Manager (m/w/d) Klinikapotheken deutschlandweit,Sales,"['key', 'account', 'manager', 'clinic', 'pharmacy', 'throughout', 'germany']"
Traineeprogramm Niederlassungsleitung (m/w/d),Sales,"['branch', 'management', 'trainee', 'program']"
Group Corporate & Leisure Coordinator (m/w/d),Sales,"['group', 'corporate', 'leisure', 'coordinator']"
Mitarbeiter (m/w/d) im Kundenservice,Sales,"['customer', 'service', 'staff']"
Inhouse Consultant Testautomatisierung (w/m/d),IT,"['inhouse', 'consultant', 'test', 'automation']"
Digital Media Specialist (m/w/d),Marketing and Communication,"['digital', 'medium', 'specialist']"
IT Security Specialist (w/m/d),IT,"['information', 'technology', 'security', 'specialist']"
IT Business Consultant Web / Online (w/m/d),IT,"['information', 'technology', 'business', 'consultant', 'web', 'online']"
Partnership-Manager (m/w/d),Sales,"['partnership', 'manager']"
IT-Systemadministrator / Fachinformatiker für Systemintegration (m/w/d),IT,"['information', 'technology', 'system', 'administrator', 'information', 'technology', 'specialist', 'system', 'integration']"
Softwareentwickler Linux-Echtzeit (m/w/d),IT,"['linux', 'realtime', 'software', 'developer']"
Instandhalter IT (m/w/d),IT,"['maintenance', 'staff', 'information', 'technology']"
Projekt Manager (m/w/d) Environment Social Governance (ESG) Schwerpunkt ESG Analyse & Systeme,IT,"['project', 'manager', 'environment', 'social', 'governance', 'esg', 'focus', 'esg', 'analysis', 'system']"
