,job_title,category,clean_job_title
15533,(Pflicht-)Praktikant im Online-Marketing (m/w/d),Marketing and Communication,(Compulsory) intern in online marketing
15534,Junior Online Marketing Manager (m/w/d),Marketing and Communication,Junior Online Marketing Manager
15535,IT Service Manager (m/w/d) Mentor Graphics EDM,IT,IT Service Manager Mentor Graphics EDM
15536,Selbständige Handelsvertreter (m/w/d) für den Bereich Gewerbe- und Industriekunden,Sales,Independent sales representatives for commercial and industrial customers
15537,Softwareentwickler (m/w/d) SPS,IT,Software developer SPS
15538,Experte Informationssicherheit (m/w/d),IT,Information security expert
15539,Project Sales Manager (m/w/d) Großraum Hamburg,Sales,Project Sales Manager Greater Hamburg
15540,Customer Ser­vice Specialist (m/w/d),Sales,Customer Service Specialist
15541,Auftragssachbearbeiter (m/w/d),Sales,Order processor
15542,Praktikum (w/m/divers) Betriebsmanagement bei OTTO Market,Marketing and Communication,Internship in operational management at OTTO Market
15543,"Vertriebsmitarbeiter (m/w/d) Präventionsprodukte Infektionen & Hautverletzungen, im Außendienst in Hessen",Sales,"Sales representative for prevention products for infections and skin injuries, in the field in Hessen"
15544,Key Account Manager für unseren Handelspartner REWE,Sales,Key Account Manager for our trading partner REWE
15545,Verkäufer (m/w/d) für Fertighäuser / Vertriebsprofi für Bayern und Baden-Württemberg,Sales,Seller for prefabricated houses / sales professional for Bavaria and Baden-Württemberg
15546,IT Support Specialist (m/w/d),IT,IT support specialist
15547,SAP Business Analyst / Anwendungsbetreuer (m|w|d) Immobilienfinanzierungen,IT,SAP Business Analyst / Application Supervisor (m | f | d) Real Estate Financing
15548,Junior Software Engineer - Desktop Applications (m/f/d),IT,Junior Software Engineer - Desktop Applications
15549,IT-Security Engineer (m/w/d) zentrale IT,IT,IT security engineer central IT
15550,IT Senior Inhouse Consultant (m/w/d) SAP APO/PP,IT,IT Senior Inhouse Consultant SAP APO / PP
15551,(Senior) Data und Plattform Engineer (Data Engineering und Plattform Management) (w/m/d),IT,(Senior) data and platform engineer (data engineering and platform management)
15552,Mediengestalter (m/w/d),Marketing and Communication,media designer
15553,Enterprise Architect (m/f/d),IT,Enterprise Architect
15554,SharePoint Consultant (m/w/d),IT,SharePoint consultant
15555,Softwareentwickler (m/w/d) Operational Data Store,IT,Software developer operational data store
15556,"Verkäufer, Kaufmann im Einzelhandel, Trockenbauer oder Dachdecker als Fachberater (m/w/d) Baustoffe und DRIVE-IN ARENA",Sales,"Salesman, merchant in retail, drywall builder or roofer as a specialist building materials and DRIVE-IN ARENA"
15557,Mitarbeiter (m/w/d) Technischer Kundenservice in Teilzeit oder Vollzeit,Sales,Technical customer service staff part-time or full-time
15558,Software Entwickler /m|w|./g,IT,Software developer /m|w|./g
15559,Mitarbeiter IT-Servicedesk (m/w/d),IT,IT service desk employee
15560,"ERP-Consultant (w/m/d) Microsoft Dynamics AX / 365 for Finance and Operations für die Bereiche Handel, Logistik, Produktion oder Finanzen",IT,"ERP consultant Microsoft Dynamics AX / for Finance and Operations for the areas of trade, logistics, production or finance"
15561,Verkaufsberater / Kundenberater Autovermietung (m/w/d),Sales,Sales advisor / customer advisor car rental
15562,User Support & Helpdesk (m/w/d),IT,User support & help desk
15563,Technical Sales & Product Manager (w/m/d),Sales,Technical Sales & Product Manager
15564,Immobilienmakler / Immobilienberater (m/w/x),Sales,Real estate agent / real estate consultant
15565,"Community Manager (m/w/d) Fashion, Urban-Lifestyle, Street",Marketing and Communication,"Community manager fashion, urban lifestyle, street"
15566,Berater Data Analytics - Business Intelligence (SAP S/4HANA Analytics) (w/m/d),IT,Consultant Data Analytics - Business Intelligence (SAP S / HANA Analytics)
15567,Praktikant (m/w/d) Marketing & Eventmanagement,Marketing and Communication,Intern Marketing & Event Management
15568,Praktikant (m/w/d) Applikation Fahrerassistenzsysteme (FAS),IT,Trainee application driver assistance systems (ADAS)
15569,Prozessmanager Ablesung (m/w/d),IT,Process manager reading
15570,Nationaler Key Account Manager (m/w/d),Sales,National Key Account Manager
15571,Cloud Solution Architect (m/f/d),IT,Cloud Solution Architect
15572,Partnermanager (m/w/d) Vertrieb,Sales,Partner manager sales
15573,Verkäufer (m/w/d),Sales,Seller
15574,Software-Tester / QA Analyst (m/w/d)*,IT,Software tester / QA analyst *
15575,Senior IT-Consultant (w/m/d),IT,Senior IT Consultant
15576,IT-Projektmanager (w/m/d),IT,IT project manager
15577,Kundenberater (m/w/d) Quereinsteiger,Sales,Customer advisor lateral entrants
15578,Werkstudent/-in IT Koordination (m/w/d),IT,Working student IT coordination
15579,Assistenz Mediaeinkauf (m/w/d),Marketing and Communication,Media buying assistant
15580,Softwareentwickler (m/w/d) autonomes Fahren,IT,Software developer autonomous driving
15581,Praktikum im Bereich Corporate Communications,Marketing and Communication,Internship in corporate communications
15582,"Verkäufer, Kaufmann im Einzelhandel, Schlosser oder Feinwerkmechaniker als Fachberater (m/w/d) Eisenwaren",Sales,"Salesman, retail merchant, locksmith or precision mechanic as a specialist ironware consultant"
15583,Social Media Manager (m/w/d),Marketing and Communication,Social media manager
15584,Junior Marketing Manager (m/w/d),Marketing and Communication,Junior Marketing Manager
15585,Praktikum im IT-Bereich für die Unternehmenskommunikation & den Personalbereich | Team Social Intranet ab März 2020,IT,Internship in IT for corporate communications & human resources | Team Social Intranet from March
15586,Informatikerinnen / Informatiker (w/m/d) für das Referat IT-Service Management und IT-Querschnittsanwendungen,IT,Computer scientists for the IT service management and IT cross-sectional applications department
15587,"Niederlassungsleiter (m/w/d), MSR-Technik in der Klima- und Lüftungstechnik",Sales,"Branch manager, MSR technology in air conditioning and ventilation technology"
15588,Digital Communications & Marketing Manager (m/w/d),Marketing and Communication,Digital Communications & Marketing Manager
15589,Technical Communication Expert (m/w/d) - Schwerpunkt Mobile Einwahl,IT,Technical Communication Expert - Focus on mobile dial-up
15590,Senior IT-Consultant (m/w/d) Produktentwicklung PKV,IT,Senior IT consultant for product development PKV
15591,Verwaltungskraft (m/w/d) in TZ/ VZ,Sales,Administrative staff in TZ / VZ
15592,(Junior) Data Scientist / Data Analyst (w/m/d),IT,(Junior) data scientist / data analyst
15593,"Full Stack Software Engineer (AWS, Java, JavaScript) (m/w/d)",IT,"Full Stack Software Engineer (AWS, Java, JavaScript)"
15594,Technischer Produkt und Marketing Manager (w/m/d),Marketing and Communication,Technical product and marketing manager
15595,Digital Marketing Manager m/w/d,Marketing and Communication,Digital Marketing Manager m / f / d
15596,IT-Architekt / Branche Banking (m/w/d),IT,IT architect / banking sector
15597,Produktmanager(w/m/d) Photovoltaik und Post-EEG,Marketing and Communication,Product manager photovoltaics and post-EEG
15598,Agile Coach / Facilitator (w/m/d),IT,Agile coach / facilitator
15599,Web Developer Shopware (m/w/d),IT,Web Developer Shopware
15600,Produktmanager Vakuumpumpen (m/w/d),Marketing and Communication,Product manager vacuum pumps
15601,Projektmitarbeiter*in für die Öffentlichkeitsarbeit und Bürgerbeteiligung in der Smart City,Marketing and Communication,Project employee for public relations and citizen participation in the Smart City
15602,Head of E-Commerce (m/w/d),Marketing and Communication,Head of E-Commerce
15603,"Verkäufer, Kaufmann im Einzelhandel, Trockenbauer oder Dachdecker als Fachberater (m/w/d) Baustoffe und DRIVE-IN ARENA",Sales,"Salesman, merchant in retail, drywall builder or roofer as a specialist building materials and DRIVE-IN ARENA"
15604,(Junior) Sales & Account Manager (m/w/d) Shopping,Sales,(Junior) Sales & Account Manager Shopping
15605,Mitarbeiter (m/w/d) für den Verkauf von Anlageimmobilien als Quereinsteiger,Sales,Employee for the sale of investment properties as lateral entrants
15606,Fachinformatiker/in für Anwendungsentwicklung (m/w/d) - Ausbildung 2020,IT,IT specialist for application development - training
15607,Vertriebsmitarbeiter im Außendienst / Media-Fachberater m/w/d,Sales,Sales representative in the field / media consultant m / f / d
15608,Verkäufer (w/m/d) für die Bäckerei,Sales,Seller for the bakery
15609,Head of Sales (m/w/d),Sales,Head of Sales
15610,Teamleiter im Check-In (m/w/d),Sales,Team leader in the check-in
15611,Information Security Officer (w/m/d),IT,Information Security Officer
15612,Fachberater (m/w/d) Bauelemente,Sales,Specialist advisor building elements
15613,Teamlead Vendor Management (w/m/d),Marketing and Communication,Teamlead Vendor Management
15614,Admissions Counsellor (gn*),Sales,Admissions Counselor (gn *)
15615,Technical Service Generalist - befristet bis 31.03.2021 - Teilzeit (20h/Woche) (m/w/divers),Sales,Technical Service Generalist - limited until .. - part-time
15616,IT-Referent (m/w/d),IT,IT speaker
15617,Hardwarenaher Softwareentwickler (m/w/d) im Embedded Bereich,IT,Hardware-related software developer in the embedded area
15618,Vertriebsmitarbeiter Außendienst (m/w/d) für Profiwerkzeug (B2B) bundesweit,Sales,Sales representative for professional tools (BB) nationwide
15619,Specialist Category Management im Bereich Pantry (m/w/d),Marketing and Communication,Specialist Category Management in the pantry area
15620,Praktikant (m/w/x) Product Management Cataract Solutions,Marketing and Communication,Intern Product Management Cataract Solutions
15621,Java (Junior) Entwickler (m/w/d) (Karten und Konten),IT,Java (Junior) Developer (Cards and Accounts)
15622,Praktikum - Kommunikationsdesign im Bereich Online-Marketing & Webgestaltung,Marketing and Communication,Internship - communication design in the field of online marketing & web design
15623,Second Level Supporter (m/w/d),IT,Second level supporter
15624,"Produktmanager (m/w/d) für die Kernprodukte Zulassung, Überführung und Dokumentenmanagement",Marketing and Communication,"Product manager for the core products approval, transfer and document management"
15625,(Senior) IT-Architekt (w/m/d),IT,(Senior) IT architect
15626,Entwickler für Testautomatisierung (m/w/d),IT,Test automation developer
15627,"Java Web Developer / Softwareentwickler (m/w/d) in Berlin, Frankfurt am Main oder Braunschweig",IT,"Java web developer / software developer in Berlin, Frankfurt am Main or Braunschweig"
15628,"Manager Newsroom Coordination, Corporate Communications (all genders)",Marketing and Communication,"Manager Newsroom Coordination, Corporate Communications (all genders)"
15629,Internationalen Projektleiter (m/w/d) ERP,IT,International project manager ERP
15630,Teamleader E-Commerce (m/w/d),Marketing and Communication,Team leader e-commerce
15631,Automobilverkäufer (w/m/d) Zentraler Gebrauchtwagenvertrieb,Sales,Automobile salesman Central used car sales
15632,Ausbildung zum Fachinformatiker (m/w/d) Fachrichtung Systemintegration 2020,IT,Training as an IT specialist specializing in system integration
15633,Marketing Manager (m/w/d),Marketing and Communication,Marketing Manager
15634,Teamleiter (m/w/d) Auftragsabwicklung,Sales,Team leader order processing
15635,Kaufmännischer Mitarbeiter (m/w/d) im Vertriebsinnendienst,Sales,Commercial employee in internal sales
15636,Verkaufsberater / Kundenberater Autovermietung (m/w/d),Sales,Sales advisor / customer advisor car rental
15637,Java Backend Entwickler (m/w/d) Java Backend Developer-Anwendungsentwickler Java,IT,Java backend developer Java backend developer application developer Java
15638,JAVA Entwickler (m/w/d),IT,JAVA developer
15639,TYPO3 - Entwickler w/m/d,IT,TYPO - developer f / m / d
15640,Public Affairs Manager (m/f/d),Marketing and Communication,Public Affairs Manager
15641,IT-Manager (w/m/d),IT,IT manager
15642,(Senior) Account Manager (m/w/d),Sales,(Senior) Account Manager
15643,Werkstudent (m/w/d) im Bereich Softwareentwicklung,IT,Working student in the field of software development
15644,Softwareentwickler (m/w/d),IT,Software developer
15645,Studentische Aushilfe (m/w/d) Global IT,IT,Student assistant Global IT
15646,IT Service Manager (m/w/d) - Projektmanager,IT,IT Service Manager - Project Manager
15647,IT System Administrator System Control Center (24h Schichtbetrieb) (m/w/d),IT,IT System Administrator System Control Center (h shift operation)
15648,Senior Full Stack Developer (m/f/x),IT,Senior full stack developer
15649,Softwaretester (m/w/d),IT,Software tester
15650,Product Manager - SAP Cloud Platform (f/m/d) EY Technology,IT,Product Manager - SAP Cloud Platform EY Technology
15651,Systems Engineer (m/w/d),IT,Systems Engineer
15652,(Senior) Software Developer / DevOps (m/w/d),IT,(Senior) Software Developer / DevOps
15653,selbstständiger Immobilienberater (w/m/d) in Bremen und Umgebung,Sales,Independent real estate consultant in Bremen and the surrounding area
15654,Werkstudent (m/w/d) IT Support,IT,Working student IT support
15655,IT-Administrator Second-Level-Support & Dispatcher (m/w/d),IT,IT administrator second level support & dispatcher
15656,Junior PR-Redakteur (m/w/d),Marketing and Communication,Junior PR Editor
15657,Mitarbeiter (m/w/x) im Technischen Support,Sales,Technical support staff
15658,IT-Business Analyst (m/w/d) Mobile Anwendungen für die Marktwarenwirtschaft,IT,IT business analyst Mobile applications for market merchandise management
